fileName,cleanTitle,url,date,size,genre,rating,coverSearchUrl_thegamesdb,thegamesdbGamePage,thegamesdbDescription
Castlevania - Lament of Innocence (USA).zip,Castlevania - Lament of Innocence,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Castlevania%20-%20Lament%20of%20Innocence%20%28USA%29.zip,30-Mar-2022 08:36,2.3 GiB,Action,8.3,https://thegamesdb.net/search.php?name=Castlevania%20-%20Lament%20of%20Innocence&platform=11,https://thegamesdb.net/game.php?id=11966,"Lament of Innocence is one of several Castlevania games that attempts to give the series an ""origin story."" This retconned Legends, and was later retconned by Lords of Shadow. This one makes Leon the patriarch of the Belmont clan, explains the origin of Dracula, and also defines the conflict between the two."
Champions - Return to Arms (USA) (v1.01).zip,Champions - Return to Arms,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Champions%20-%20Return%20to%20Arms%20%28USA%29%20%28v1.01%29.zip,28-Mar-2022 06:37,3.0 GiB,RPG,8.3,https://thegamesdb.net/search.php?name=Champions%20-%20Return%20to%20Arms&platform=11,https://thegamesdb.net/game.php?id=5924,"The sequel to Champions of Norrath, Champions: Return to Arms is an action RPG that puts players in the EverQuest universe. The evil Innoruuk was destroyed and his remains (shards) have been scattered throughout the Planes of Power. The player must find the shards and choose between good or evil: Destroy them to rid of Innoruuk or collect them to restore him. The game has seven playable races (two new ones from the original) and more online features. Players can import characters from the first game. It can be played single-player or with up to four players (online or with multitap)."
Champions of Norrath (USA).zip,Champions of Norrath,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Champions%20of%20Norrath%20%28USA%29.zip,30-Mar-2022 08:40,6.6 GiB,RPG,8.5,https://thegamesdb.net/search.php?name=Champions%20of%20Norrath&platform=11,https://thegamesdb.net/game.php?id=5923,"Champions of Norrath is a third-person dungeon crawler based on the EverQuest universe. There are five character classes to choose from (Barbarian Warrior, Wood Elf Ranger, High Elf Cleric, Dark Elf Shadow Knight, Erudite Wizard), each may be male or female. The game spans five acts that cover various randomly-generated locations across the world of Norrath. Up to four people may play on a single console offline using a multitap, and up to four people online - one per console - via a broadband connection using the Sony Network Adapter."
"Chaos Legion (USA) (En,Ja,Fr,Es).zip",Chaos Legion,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Chaos%20Legion%20%28USA%29%20%28En%2CJa%2CFr%2CEs%29.zip,28-Mar-2022 23:36,1.8 GiB,Action,7.4,https://thegamesdb.net/search.php?name=Chaos%20Legion&platform=11,https://thegamesdb.net/game.php?id=12915,"Three immensely powerful glyphs can open the Gateway of Chaos, but the glyphs must be found and recovered. Two men -- a young knight, Seig Warheit, and a fallen lord -- who were once friends, must fight over the future of their world and their people. Players control Seig and his summoning powers (he can summon seven different Chaos Legions). Seig can command the legions to attack or fight defensively, and strategies must be adjusted depending on the individual legion and the situation. Players will battle through 13 savage levels and an assortment of 3D environments. The three sacred glyphs...the mythic and forbidden symbols of an ancient world torn apart. Only these mystic relics have the power to open the Gateway of Chaos and lead the people to the Red Moon. Legend says that when the three glyphs meet, the three worlds will once again be reunited. Two men, once friends, now have their fates tied together by the tragic death of a young maiden. One, a brave young knight and summoner of the Chaos Legion. The other, a noble lord who has fallen to the dark side. Both hold thekey to the sacred glyphs in their power. The legions shall be summoned in this dark gothic opera!"
Clock Tower 3 (USA).zip,Clock Tower 3,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Clock%20Tower%203%20%28USA%29.zip,29-Mar-2022 19:48,3.0 GiB,Adventure,7.5,https://thegamesdb.net/search.php?name=Clock%20Tower%203&platform=11,https://thegamesdb.net/game.php?id=9644,"Clock Tower 3 is a survival horror action adventure in which you play as Alyssa, a girl approaching her 15th birthday. She is summoned home from boarding school because of a mysterious phone call from her mother. When she arrives, her mother is gone and only a scary stranger is there to greet her. You as Alyssa must pacify the spooky denizens of the house by returning to them items of sentimental value. The game contains action elements but emphasizes exploration and features no weapons to fight enemies with."
"Cold Fear (USA) (En,Fr,Es).zip",Cold Fear,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Cold%20Fear%20%28USA%29%20%28En%2CFr%2CEs%29.zip,30-Mar-2022 05:30,2.7 GiB,Shooter,7.6,https://thegamesdb.net/search.php?name=Cold%20Fear&platform=11,https://thegamesdb.net/game.php?id=10829,"Cold Fear is a typical console-style action adventure, similar to games like the Silent Hill series. Most of the time players will be viewing the action from a third person point of view, following the character around as he utilizes an array of weapons to dispose of a variety of enemies. Occasionally, a puzzle has to be solved or a cutscene (rendered with the game's own engine) must be witnessed. Additional insight can be gained by reading the various notes, letters and diaries that can be picked up every now and then."
Conflict - Desert Storm (USA).zip,Conflict - Desert Storm,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Conflict%20-%20Desert%20Storm%20%28USA%29.zip,29-Mar-2022 09:52,1.5 GiB,Sports,8.0,https://thegamesdb.net/search.php?name=Conflict%20-%20Desert%20Storm&platform=11,https://thegamesdb.net/game.php?id=96809,"No overview is currently available for this title, please feel free to add one."
"Conflict - Desert Storm II (Europe) (En,Fr,De,Es,It).zip",Conflict - Desert Storm II,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Conflict%20-%20Desert%20Storm%20II%20%28Europe%29%20%28En%2CFr%2CDe%2CEs%2CIt%29.zip,29-Mar-2022 22:37,1.4 GiB,Sports,8.1,https://thegamesdb.net/search.php?name=Conflict%20-%20Desert%20Storm%20II&platform=11,https://thegamesdb.net/game.php?id=96809,"No overview is currently available for this title, please feel free to add one."
Conflict - Global Terror (USA).zip,Conflict - Global Terror,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Conflict%20-%20Global%20Terror%20%28USA%29.zip,30-Mar-2022 00:01,1.6 GiB,Sports,7.5,https://thegamesdb.net/search.php?name=Conflict%20-%20Global%20Terror&platform=11,https://thegamesdb.net/game.php?id=26011,"Tasked with locating and ultimately defeating a new force in global terrorism, is a rapid response counter-terrorist unit made up of four Gulf War veterans; Bradley, Jones, Connors and Foley. The original heroes of Conflict: Desert Storm are back, this time having undergone intense training in counter-terrorism and counter-insurgency techniques, all added to their wealth of extensive battlefield and special ops experience. In ensuring the safety of the team Foley goes MIA and the team must enlist the help of sniper Carrie Sherman. As the missions become more deadly and the team start to uncover more of March 33's plans, its clear they face the greatest challenge of their careers to date The game features a Co-Op Campaign for up to 2 players. Share weapons and ammo, as you team up through the game's missions in this tactical shooter."
Conflict - Vietnam (USA).zip,Conflict - Vietnam,https://myrient.erista.me/files/Redump/Sony%20-%20PlayStation%202/Conflict%20-%20Vietnam%20%28USA%29.zip,29-Mar-2022 03:50,1.7 GiB,Sports,7.8,https://thegamesdb.net/search.php?name=Conflict%20-%20Vietnam&platform=11,https://thegamesdb.net/game.php?id=111127,"Conflict: Vietnam is a tactical shooter video game developed by Pivotal Games and 8bit Games and published by Global Star Software and SCi Games for PlayStation 2, Xbox, Microsoft Windows, and mobile phones and N-Gage. the N-Gage version was ported to DS as Operation Vietnam. Released in 2004, it is the third installment in the Conflict series. Gameplay Conflict: Vietnam has players taking control of Frank ""Ragman"" Wier, Bruce ""Junior"" Lesh, Will ""Hoss"" Schafer & Harold ""Cherry AKA Doc"" Kahler, a squad of four 101st Airborne Division soldiers on the eve of the Tet Offensive in 1968. Multiplayer Multiplayer for Playstation 2 allows two players to each control two of the squad's four men and take on Viet Cong (VC) members and North Vietnamese Army (NVA) forces. Multiplayer for Xbox allows up to four players to play together under local co-op. If three players decide to play on Xbox, one of the players will take control of two of the squad’s four men whilst the two other players will control the remaining squad soldiers individually. If two players just decide to play, then the same principle will apply like the PlayStation 2 version. Plot Conflict: Vietnam opens in 1968, just days before the Tet Offensive begins, as 19-year-old Private Harold ""Cherry (later known as Doc)"" Kahler is introduced to his squadmates on a Huey gunship heading to ""Ghost Town"", a 101st Airborne Division base in South Vietnam. Twenty-eight-year-old Staff Sergeant Frank ""Ragman"" Wier is the leader, highly familiar with the Vietnam War from two previous tours of duty. Corporals Bruce ""Junior"" Lesh and Will ""Hoss"" Schafer comprise the rest of the squad. Hoss is the squad's adrenaline-junkie machine gunner, while Junior, the squad sniper, is counting the final days of his tour. The Tet Offensive occurs just after Kahler's first combat patrol, and he and the rest of Ragman's squad soon find themselves cut off behind enemy lines after the helicopters deploying them on a night patrol are shot down. Over the next several days, the squad battles through miles of unknown jungle filled with hostile NVA and VC. After escaping a napalm strike, they meet up with ""The Chief"", commander of a Navy PBR. The Chief is alone prior to meeting up with Wier's squad, having dropped some Green Berets off up river where he ""saw some strange shit"". After fighting their way through a VC-fortified area called 'Charlie's Point', the men discover the Chief has been killed and soon meet up with a group of Montagnards. After retrieving a sacred statue and releasing several village prisoners for the leader of the village, the squad uses a radio gained as a reward to call for a helicopter extraction from the 1st Air Cav, being landed in a base under siege. After fighting off a heavy VC and NVA assault, the squad is praised by an overjoyed Major Wallace, who promises all of them commendations for their bravery. A dying VC throws a grenade into the bunker as the Major speaks, however, rendering them unconscious, and the five men are taken prisoner. Major Wallace is killed when the men are forced to play Russian roulette. Escaping from the VC POW camp, Ragman's squad fights their way through the jungle and meets Sergeant Stone of the SASR and his squad. The two sergeants lead their men through a series of VC tunnels that the SASR were ordered to destroy. They succeed, and Stone and Wier part on good terms. Meeting up with a USMC jeep, the squad joins up with a column of trucks and tanks headed for Huế. After battling through the war-torn city and destroying numerous NVA T-34s with an M48 Patton tank, the squad mounts up in a 101st Airborne Huey. While attempting to destroy HAWK surface-to-air missile batteries in the area that were captured by the NVA, the helicopter is shot down by an RPG, crash-landing near an NVA stronghold, the Citadel of Huế. The squad infiltrates the Citadel, taking the fortress and eliminating its garrison, including a handful of tanks and the commanding general. A closing cinematic, narrated by Kahler, tells what happens to the members of his squad after their tour. Hoss signs on for another tour, and Kahler eventually learns from a drunk CIA agent that he is fighting in Cambodia, seeking the thrill of combat. Junior finally goes home, but meets an unjust fate after he joins the Black Panther Party and is killed in a shootout with the FBI. Ragman comes home to an empty house and divorce papers, and moves to live in the Rocky Mountains with his dog, Ho Chi Minh, having found peace. Kahler moves to New York City, raises a family, and becomes a respected doctor, utilizing his experience as a combat medic to treat wounds caused by inner-city violence."
